From	To	Species	Gene Name
23648	Q9BT57_HUMAN	Homo sapiens	single stranded DNA binding protein 3; hypothetical LOC100131851
90624	A8MPQ9_HUMAN	Homo sapiens	Lyrm7 homolog (mouse)
90624	LYRM7_HUMAN	Homo sapiens	Lyrm7 homolog (mouse)
63935	PCIF1_HUMAN	Homo sapiens	PDX1 C-terminal inhibiting factor 1
23645	PR15A_HUMAN	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 15A
23646	PLD3_HUMAN	Homo sapiens	phospholipase D family, member 3
23643	LY96_HUMAN	Homo sapiens	lymphocyte antigen 96
23644	EDC4_HUMAN	Homo sapiens	enhancer of mRNA decapping 4
63934	ZN667_HUMAN	Homo sapiens	zinc finger protein 667
63934	Q9ULA1_HUMAN	Homo sapiens	zinc finger protein 667
63934	Q5CZB4_HUMAN	Homo sapiens	zinc finger protein 667
63931	RT14_HUMAN	Homo sapiens	mitochondrial ribosomal protein S14
63931	Q96Q61_HUMAN	Homo sapiens	mitochondrial ribosomal protein S14
25788	Q9UF71_HUMAN	Homo sapiens	RAD54 homolog B (S. cerevisiae)
25788	RA54B_HUMAN	Homo sapiens	RAD54 homolog B (S. cerevisiae)
63932	CX056_HUMAN	Homo sapiens	chromosome X open reading frame 56
390436	OR4KH_HUMAN	Homo sapiens	olfactory receptor, family 4, subfamily K, member 17
23640	HPBP1_HUMAN	Homo sapiens	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1
2	A2MG_HUMAN	Homo sapiens	alpha-2-macroglobulin
2	Q9BQ22_HUMAN	Homo sapiens	alpha-2-macroglobulin
390439	O11G2_HUMAN	Homo sapiens	olfactory receptor, family 11, subfamily G, member 2
1	Q7Z3U3_HUMAN	Homo sapiens	alpha-1-B glycoprotein
1	A1BG_HUMAN	Homo sapiens	alpha-1-B glycoprotein
63929	XPP3_HUMAN	Homo sapiens	X-prolyl aminopeptidase (aminopeptidase P) 3, putative
63928	CHP2_HUMAN	Homo sapiens	calcineurin B homologous protein 2
63928	A8K2I8_HUMAN	Homo sapiens	calcineurin B homologous protein 2
25780	GRP3_HUMAN	Homo sapiens	RAS guanyl releasing protein 3 (calcium and DAG-regulated)
25780	Q53SD7_HUMAN	Homo sapiens	RAS guanyl releasing protein 3 (calcium and DAG-regulated)
63926	ANKR5_HUMAN	Homo sapiens	ankyrin repeat domain 5
63926	Q8TCA8_HUMAN	Homo sapiens	ankyrin repeat domain 5
25782	RBGPR_HUMAN	Homo sapiens	RAB3 GTPase activating protein subunit 2 (non-catalytic)
25782	A6H8V0_HUMAN	Homo sapiens	RAB3 GTPase activating protein subunit 2 (non-catalytic)
219899	TBCEL_HUMAN	Homo sapiens	tubulin folding cofactor E-like
219899	B2R8D2_HUMAN	Homo sapiens	tubulin folding cofactor E-like
219899	Q0VAN5_HUMAN	Homo sapiens	tubulin folding cofactor E-like
9	Q5C8V2_HUMAN	Homo sapiens	N-acetyltransferase 1 (arylamine N-acetyltransferase)
9	Q6U7I7_HUMAN	Homo sapiens	N-acetyltransferase 1 (arylamine N-acetyltransferase)
9	Q400J6_HUMAN	Homo sapiens	N-acetyltransferase 1 (arylamine N-acetyltransferase)
9	Q9HAQ5_HUMAN	Homo sapiens	N-acetyltransferase 1 (arylamine N-acetyltransferase)
9	ARY1_HUMAN	Homo sapiens	N-acetyltransferase 1 (arylamine N-acetyltransferase)
9	Q400I9_HUMAN	Homo sapiens	N-acetyltransferase 1 (arylamine N-acetyltransferase)
9	Q09LL5_HUMAN	Homo sapiens	N-acetyltransferase 1 (arylamine N-acetyltransferase)
23636	NUP62_HUMAN	Homo sapiens	nucleoporin 62kDa
23636	Q8WYU3_HUMAN	Homo sapiens	nucleoporin 62kDa
23637	B9A6L2_HUMAN	Homo sapiens	RAB GTPase activating protein 1
23637	RBGP1_HUMAN	Homo sapiens	RAB GTPase activating protein 1
23639	LRRC6_HUMAN	Homo sapiens	leucine rich repeat containing 6
138151	NACC2_HUMAN	Homo sapiens	NACC family member 2, BEN and BTB (POZ) domain containing
23630	Q2N1H9_HUMAN	Homo sapiens	KCNE1-like
23630	Q5JWV7_HUMAN	Homo sapiens	KCNE1-like
23630	KCE1L_HUMAN	Homo sapiens	KCNE1-like
23630	Q53FI0_HUMAN	Homo sapiens	KCNE1-like
25777	UN84B_HUMAN	Homo sapiens	unc-84 homolog B (C. elegans)
25777	Q6NT72_HUMAN	Homo sapiens	unc-84 homolog B (C. elegans)
25777	Q504T5_HUMAN	Homo sapiens	unc-84 homolog B (C. elegans)
25777	Q2T9F7_HUMAN	Homo sapiens	unc-84 homolog B (C. elegans)
25778	DUSTY_HUMAN	Homo sapiens	dual serine/threonine and tyrosine protein kinase
25775	CV024_HUMAN	Homo sapiens	chromosome 22 open reading frame 24
23632	A8K3J4_HUMAN	Homo sapiens	carbonic anhydrase XIV
23632	CAH14_HUMAN	Homo sapiens	carbonic anhydrase XIV
25776	CBY1_HUMAN	Homo sapiens	chibby homolog 1 (Drosophila)
63901	F111A_HUMAN	Homo sapiens	family with sequence similarity 111, member A
23633	IMA7_HUMAN	Homo sapiens	karyopherin alpha 6 (importin alpha 7)
23635	Q9P038_HUMAN	Homo sapiens	single-stranded DNA binding protein 2
23635	SSBP2_HUMAN	Homo sapiens	single-stranded DNA binding protein 2
25771	TB22A_HUMAN	Homo sapiens	TBC1 domain family, member 22A
25771	B9A6M3_HUMAN	Homo sapiens	TBC1 domain family, member 22A
25770	CV031_HUMAN	Homo sapiens	chromosome 22 open reading frame 31
90665	TBL1Y_HUMAN	Homo sapiens	transducin (beta)-like 1Y-linked
23627	Q27H88_HUMAN	Homo sapiens	prion protein 2 (dublet)
23627	PRND_HUMAN	Homo sapiens	prion protein 2 (dublet)
401505	Q5JRT7_HUMAN	Homo sapiens	translocase of outer mitochondrial membrane 5 homolog (yeast)
401505	TOM5_HUMAN	Homo sapiens	translocase of outer mitochondrial membrane 5 homolog (yeast)
401505	C9JD66_HUMAN	Homo sapiens	translocase of outer mitochondrial membrane 5 homolog (yeast)
23626	Q5TCH7_HUMAN	Homo sapiens	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)
23626	Q5TCH6_HUMAN	Homo sapiens	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)
23626	SPO11_HUMAN	Homo sapiens	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)
90649	ZN486_HUMAN	Homo sapiens	zinc finger protein 486
90649	Q0VG00_HUMAN	Homo sapiens	zinc finger protein 486
90649	Q59FB0_HUMAN	Homo sapiens	zinc finger protein 486
90649	Q4G180_HUMAN	Homo sapiens	zinc finger protein 486
25766	PR40B_HUMAN	Homo sapiens	PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae)
641518	Q8WUE9_HUMAN	Homo sapiens	hypothetical protein LOC641518
23620	NTR2_HUMAN	Homo sapiens	neurotensin receptor 2
25769	NCKX2_HUMAN	Homo sapiens	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
401508	F74A4_HUMAN	Homo sapiens	family with sequence similarity 74, member A4
23623	RUSC1_HUMAN	Homo sapiens	RUN and SH3 domain containing 1
23623	Q9BT86_HUMAN	Homo sapiens	RUN and SH3 domain containing 1
23623	Q68CX2_HUMAN	Homo sapiens	RUN and SH3 domain containing 1
23623	Q5T9V0_HUMAN	Homo sapiens	RUN and SH3 domain containing 1
23623	B3KWM9_HUMAN	Homo sapiens	RUN and SH3 domain containing 1
23623	Q5T9U9_HUMAN	Homo sapiens	RUN and SH3 domain containing 1
23624	CBLC_HUMAN	Homo sapiens	Cas-Br-M (murine) ecotropic retroviral transforming sequence c
401509	Z658B_HUMAN	Homo sapiens	zinc finger protein 658 pseudogene; zinc finger protein 658B
23621	Q8IYC8_HUMAN	Homo sapiens	beta-site APP-cleaving enzyme 1
23621	Q5W9H2_HUMAN	Homo sapiens	beta-site APP-cleaving enzyme 1
23621	Q8NDU6_HUMAN	Homo sapiens	beta-site APP-cleaving enzyme 1
23621	Q76KP0_HUMAN	Homo sapiens	beta-site APP-cleaving enzyme 1
23621	Q9P0D2_HUMAN	Homo sapiens	beta-site APP-cleaving enzyme 1
23621	Q6YBQ9_HUMAN	Homo sapiens	beta-site APP-cleaving enzyme 1
23621	BACE1_HUMAN	Homo sapiens	beta-site APP-cleaving enzyme 1
25764	HYPK_HUMAN	Homo sapiens	chromosome 15 open reading frame 63; small EDRK-rich factor 2
25764	SERF2_HUMAN	Homo sapiens	chromosome 15 open reading frame 63; small EDRK-rich factor 2
25764	Q71RB0_HUMAN	Homo sapiens	chromosome 15 open reading frame 63; small EDRK-rich factor 2
63906	Q5JYG5_HUMAN	Homo sapiens	G patch domain containing 3
63906	GPTC3_HUMAN	Homo sapiens	G patch domain containing 3
63905	MANBL_HUMAN	Homo sapiens	mannosidase, beta A, lysosomal-like; similar to mannosidase, beta A, lysosomal-like
63904	DUS21_HUMAN	Homo sapiens	dual specificity phosphatase 21
63904	Q9Y346_HUMAN	Homo sapiens	dual specificity phosphatase 21
203068	Q5ST81_HUMAN	Homo sapiens	tubulin, beta; similar to tubulin, beta 5; tubulin, beta pseudogene 2; tubulin, beta pseudogene 1
203068	Q6P602_HUMAN	Homo sapiens	tubulin, beta; similar to tubulin, beta 5; tubulin, beta pseudogene 2; tubulin, beta pseudogene 1
203068	TBB5_HUMAN	Homo sapiens	tubulin, beta; similar to tubulin, beta 5; tubulin, beta pseudogene 2; tubulin, beta pseudogene 1
203068	Q5SU16_HUMAN	Homo sapiens	tubulin, beta; similar to tubulin, beta 5; tubulin, beta pseudogene 2; tubulin, beta pseudogene 1
203068	Q1KSF8_HUMAN	Homo sapiens	tubulin, beta; similar to tubulin, beta 5; tubulin, beta pseudogene 2; tubulin, beta pseudogene 1
203068	Q6LC01_HUMAN	Homo sapiens	tubulin, beta; similar to tubulin, beta 5; tubulin, beta pseudogene 2; tubulin, beta pseudogene 1
203068	Q9BUU9_HUMAN	Homo sapiens	tubulin, beta; similar to tubulin, beta 5; tubulin, beta pseudogene 2; tubulin, beta pseudogene 1
203068	Q96B85_HUMAN	Homo sapiens	tubulin, beta; similar to tubulin, beta 5; tubulin, beta pseudogene 2; tubulin, beta pseudogene 1
90655	TF2LY_HUMAN	Homo sapiens	TGFB-induced factor homeobox 2-like, Y-linked
63967	Q05D30_HUMAN	Homo sapiens	claspin homolog (Xenopus laevis)
63967	CLSPN_HUMAN	Homo sapiens	claspin homolog (Xenopus laevis)
63967	Q1RMC5_HUMAN	Homo sapiens	claspin homolog (Xenopus laevis)
10950	Q9UHB2_HUMAN	Homo sapiens	BTG family, member 3
10950	BTG3_HUMAN	Homo sapiens	BTG family, member 3
10950	Q6IAU3_HUMAN	Homo sapiens	BTG family, member 3
10952	Q53FA5_HUMAN	Homo sapiens	Sec61 beta subunit
10952	SC61B_HUMAN	Homo sapiens	Sec61 beta subunit
10951	Q6IBN6_HUMAN	Homo sapiens	chromobox homolog 1 (HP1 beta homolog Drosophila )
10951	CBX1_HUMAN	Homo sapiens	chromobox homolog 1 (HP1 beta homolog Drosophila )
10951	Q9Y654_HUMAN	Homo sapiens	chromobox homolog 1 (HP1 beta homolog Drosophila )
10954	Q9BV43_HUMAN	Homo sapiens	protein disulfide isomerase family A, member 5
10954	PDIA5_HUMAN	Homo sapiens	protein disulfide isomerase family A, member 5
10956	Q9BW99_HUMAN	Homo sapiens	osteosarcoma amplified 9, endoplasmic reticulum associated protein
10956	A6NLB2_HUMAN	Homo sapiens	osteosarcoma amplified 9, endoplasmic reticulum associated protein
10956	OS9_HUMAN	Homo sapiens	osteosarcoma amplified 9, endoplasmic reticulum associated protein
10956	Q9BR60_HUMAN	Homo sapiens	osteosarcoma amplified 9, endoplasmic reticulum associated protein
10956	Q6IBL2_HUMAN	Homo sapiens	osteosarcoma amplified 9, endoplasmic reticulum associated protein
10955	SERC3_HUMAN	Homo sapiens	serine incorporator 3
10955	Q53GK8_HUMAN	Homo sapiens	serine incorporator 3
10955	Q5H936_HUMAN	Homo sapiens	serine incorporator 3
10957	Q49A59_HUMAN	Homo sapiens	proline-rich nuclear receptor coactivator 1
10957	Q7Z5N0_HUMAN	Homo sapiens	proline-rich nuclear receptor coactivator 1
10957	Q9BXV2_HUMAN	Homo sapiens	proline-rich nuclear receptor coactivator 1
10957	PNRC1_HUMAN	Homo sapiens	proline-rich nuclear receptor coactivator 1
340719	NANO1_HUMAN	Homo sapiens	nanos homolog 1 (Drosophila)
340719	Q5T9H5_HUMAN	Homo sapiens	nanos homolog 1 (Drosophila)
112802	K2C71_HUMAN	Homo sapiens	keratin 71
63979	FIGL1_HUMAN	Homo sapiens	fidgetin-like 1
63978	PRD14_HUMAN	Homo sapiens	PR domain containing 14
63977	Q4W8S4_HUMAN	Homo sapiens	PR domain containing 15
63977	Q4W8S5_HUMAN	Homo sapiens	PR domain containing 15
63977	Q4W8S3_HUMAN	Homo sapiens	PR domain containing 15
63977	PRD15_HUMAN	Homo sapiens	PR domain containing 15
63977	Q6NXF8_HUMAN	Homo sapiens	PR domain containing 15
63977	Q4W8S0_HUMAN	Homo sapiens	PR domain containing 15
63977	Q59GE7_HUMAN	Homo sapiens	PR domain containing 15
63977	Q4W8S1_HUMAN	Homo sapiens	PR domain containing 15
10963	STIP1_HUMAN	Homo sapiens	stress-induced-phosphoprotein 1
10963	Q3ZCU9_HUMAN	Homo sapiens	stress-induced-phosphoprotein 1
63976	PRD16_HUMAN	Homo sapiens	PR domain containing 16
10962	AF1Q_HUMAN	Homo sapiens	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11
10962	Q6FGF7_HUMAN	Homo sapiens	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11
63974	Q548T9_HUMAN	Homo sapiens	neurogenic differentiation 6
63974	NDF6_HUMAN	Homo sapiens	neurogenic differentiation 6
63974	Q7Z4W9_HUMAN	Homo sapiens	neurogenic differentiation 6
63974	Q8IYR9_HUMAN	Homo sapiens	neurogenic differentiation 6
10961	ERP29_HUMAN	Homo sapiens	endoplasmic reticulum protein 29
10961	C9J183_HUMAN	Homo sapiens	endoplasmic reticulum protein 29
10960	LMAN2_HUMAN	Homo sapiens	lectin, mannose-binding 2
23683	Q15451_HUMAN	Homo sapiens	protein kinase D3
23683	KPCD3_HUMAN	Homo sapiens	protein kinase D3
23683	Q53TR7_HUMAN	Homo sapiens	protein kinase D3
63973	NGN2_HUMAN	Homo sapiens	neurogenin 2
138162	CI116_HUMAN	Homo sapiens	chromosome 9 open reading frame 116
10966	Q59EV0_HUMAN	Homo sapiens	RAB40B, member RAS oncogene family
10966	RB40B_HUMAN	Homo sapiens	RAB40B, member RAS oncogene family
63970	TPIP1_HUMAN	Homo sapiens	tumor protein p53 regulated apoptosis inducing protein 1
10964	IF44L_HUMAN	Homo sapiens	interferon-induced protein 44-like
10969	Q6IB29_HUMAN	Homo sapiens	EBNA1 binding protein 2
10969	EBP2_HUMAN	Homo sapiens	EBNA1 binding protein 2
23682	RAB38_HUMAN	Homo sapiens	RAB38, member RAS oncogene family
23682	Q7Z4W7_HUMAN	Homo sapiens	RAB38, member RAS oncogene family
729540	RGPD4_HUMAN	Homo sapiens	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6
729540	RGPD6_HUMAN	Homo sapiens	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6
729540	B9A029_HUMAN	Homo sapiens	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6
729540	B8ZZM4_HUMAN	Homo sapiens	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6
729540	RGPD7_HUMAN	Homo sapiens	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6
729540	RGPD5_HUMAN	Homo sapiens	RANBP2-like and GRIP domain containing 5; RANBP2-like and GRIP domain containing 4; RANBP2-like and GRIP domain containing 3; RANBP2-like and GRIP domain containing 8; RANBP2-like and GRIP domain containing 7; RANBP2-like and GRIP domain containing 6
10972	Q53GF9_HUMAN	Homo sapiens	transmembrane emp24-like trafficking protein 10 (yeast)
10972	TMEDA_HUMAN	Homo sapiens	transmembrane emp24-like trafficking protein 10 (yeast)
63941	NECA3_HUMAN	Homo sapiens	N-terminal EF-hand calcium binding protein 3
23673	Q6LEU0_HUMAN	Homo sapiens	syntaxin 12
23673	B1AJQ7_HUMAN	Homo sapiens	syntaxin 12
23673	STX12_HUMAN	Homo sapiens	syntaxin 12
63940	Q9Y4H3_HUMAN	Homo sapiens	G-protein signaling modulator 3 (AGS3-like, C. elegans)
63940	Q9Y4H5_HUMAN	Homo sapiens	G-protein signaling modulator 3 (AGS3-like, C. elegans)
63940	GPSM3_HUMAN	Homo sapiens	G-protein signaling modulator 3 (AGS3-like, C. elegans)
63940	P78548_HUMAN	Homo sapiens	G-protein signaling modulator 3 (AGS3-like, C. elegans)
63940	A2BFJ3_HUMAN	Homo sapiens	G-protein signaling modulator 3 (AGS3-like, C. elegans)
10971	Q53RR5_HUMAN	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
10971	Q53S41_HUMAN	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
10971	1433T_HUMAN	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
63943	FKBPL_HUMAN	Homo sapiens	FK506 binding protein like
138199	CI041_HUMAN	Homo sapiens	chromosome 9 open reading frame 41
10974	Q5TBU5_HUMAN	Homo sapiens	chromosome 10 open reading frame 116
10974	APM2_HUMAN	Homo sapiens	chromosome 10 open reading frame 116
10973	Q4G1A0_HUMAN	Homo sapiens	activating signal cointegrator 1 complex subunit 3
10973	Q9H5A2_HUMAN	Homo sapiens	activating signal cointegrator 1 complex subunit 3
10973	HELC1_HUMAN	Homo sapiens	activating signal cointegrator 1 complex subunit 3
23677	SH3B4_HUMAN	Homo sapiens	SH3-domain binding protein 4
23676	SMPX_HUMAN	Homo sapiens	small muscle protein, X-linked
10970	Q8TB01_HUMAN	Homo sapiens	cytoskeleton-associated protein 4
10970	CKAP4_HUMAN	Homo sapiens	cytoskeleton-associated protein 4
10970	Q6NWZ1_HUMAN	Homo sapiens	cytoskeleton-associated protein 4
63947	DMRTC_HUMAN	Homo sapiens	DMRT-like family C1B; DMRT-like family C1
63946	DMRTD_HUMAN	Homo sapiens	DMRT-like family C2
23678	Q5H9Q5_HUMAN	Homo sapiens	serum/glucocorticoid regulated kinase family, member 3
23678	A6NEJ5_HUMAN	Homo sapiens	serum/glucocorticoid regulated kinase family, member 3
23678	SGK3_HUMAN	Homo sapiens	serum/glucocorticoid regulated kinase family, member 3
23678	Q6FHV7_HUMAN	Homo sapiens	serum/glucocorticoid regulated kinase family, member 3
23678	Q53EW6_HUMAN	Homo sapiens	serum/glucocorticoid regulated kinase family, member 3
10975	QCR10_HUMAN	Homo sapiens	ubiquinol-cytochrome c reductase, 6.4kDa subunit
10978	B4DTI8_HUMAN	Homo sapiens	CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)
